Anno;Codice Regione;Descrizione Regione;Codice ASL territoriale;Denominazione ASL territoriale;Codice Azienda;Codice struttura;Denominazione struttura;Partita IVA;Indirizzo;CAP;Comune;Sigla provincia;Codice Comune;Telefono;Sito web;E-mail;Codice Tipo struttura;Descrizione tipo struttura;Giorno apertura;Mese apertura;Anno apertura;Subcodice struttura interna;Denominazione struttura interna;Partita IVA struttura interna;Indirizzo struttura interna;CAP struttura interna;Comune struttura interna;Sigla provincia struttura interna;Codice Comune struttura interna;Telefono struttura interna;Sito web struttura interna;E-mail struttura interna;Giorno apertura struttura interna;Mese apertura struttura interna;Anno apertura struttura interna
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;105;080229;OSPEDALE PRIVATO ACCREDITATO VILLA LAURA;02378901207;VIA EMILIA LEVANTE 137;40139;BOLOGNA;BO;037006;051 549455;INFO@VILLALAURA.IT;VILLALAURA@VILLALAURA.IT;5.1;Casa di cura privata accreditata;01;01;1988;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;105;080231;OSPEDALE PRIVATO ACCREDITATO VILLA REGIN;00689340370;VIA CASTIGLIONE 115 ;40136;BOLOGNA;BO;037006;051 338811;;INFO@VILLAREGINA-BO.IT;5.1;Casa di cura privata accreditata;01;11;1955;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;105;080255;OSPEDALE PRIVATO SANTA VIOLA;02208681201;VIA DELLA FERRIERA 10 ;40133;BOLOGNA;BO;037006;051 383824;WWW.OSPEDALEPRIVATOSANTAVIOLA.COM;INFO@OSPEDALEPRIVATOSANTAVIOLA.COM;5.1;Casa di cura privata accreditata;03;02;2003;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;105;080256;CASA DI CURA EUGENIO GRUPPIONI OSPEDALE ;01550281206;VIA ZENA 117;40065;PIANORO;BO;037047;051 6251027 ;;RESEG@LIBERO.IT;5.2;Casa di cura privata non accreditata;25;09;2012;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;908;080908;IRCCS AZIENDA OSPEDALIERO-UNIVERSITARIA ;02553300373;VIA GIUSEPPE MASSARENTI 9;40138;BOLOGNA;BO;037006;051 63631111;WWW.MED.UNIBO.IT;SEG-CAP@ORSOLA-MALPIGHI.MED.UNIBO.IT;3.1;IRCCS pubblico;01;01;1995;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;960;080960;ISTITUTO ORTOPEDICO RIZZOLI;00302030374;VIA PUPILLI 1 ;40136;BOLOGNA;BO;037006;051 6366111 ;;;3.1;IRCCS pubblico;01;01;1988;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;106;AZIENDA USL IMOLA;106;080044;PRESIDIO OSPEDALIERO IMOLA - CASTEL S. P;00705271203;VIA MONTERICCO, 4 ;40026;IMOLA;BO;037032;0542662125;WWW.AUSL.IMOLA.BO.IT;DIREZIONESANITARIA@AUSL.IMOLA.BO.IT;1;Ospedale a gestione diretta;01;01;1988;01;"OSPEDALE CIVILE NUOVO ""S.MARIA DELLA SCA";00705271203;VIA MONTERICCO, 4 ;40026;IMOLA;BO;037032;0542662125;WWW.AUSL.IMOLA.BO.IT;DIREZIONESANITARIA@AUSL.IMOLA.BO.IT;01;01;1988
2023;080;EMILIA ROMAGNA;106;AZIENDA USL IMOLA;106;080044;PRESIDIO OSPEDALIERO IMOLA - CASTEL S. P;00705271203;VIA MONTERICCO, 4 ;40026;IMOLA;BO;037032;0542662125;WWW.AUSL.IMOLA.BO.IT;DIREZIONESANITARIA@AUSL.IMOLA.BO.IT;1;Ospedale a gestione diretta;01;01;1988;02;OSPEDALE CASTEL SAN PIETRO TERME ;00705271203;VIA ALFREDO ORIANI 1;40024;CASTEL SAN PIETRO TERME;BO;037020;051 6955511 ;WWW.AUSL.IMOLA.BO.IT;DIREZIONESANITARIA@AUSL.IMOLA.BO.IT;01;01;1968
2023;080;EMILIA ROMAGNA;106;AZIENDA USL IMOLA;106;080045;OSPEDALE MONTECATONE REHABILITATION INST;01789031208;VIA MONTECATONE, 37 ;40026;IMOLA;BO;037032;0542632811;WWW.MONTECATONE.COM;DIREZIONE@MONTECATONE.COM;8;Istituto qualificato presidio della U.S.L.;01;07;1997;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;909;080909;AZIENDA OSPEDALIERO-UNIVERSITARIA DI FER;01295950388;VIA ALDO MORO 8;44124;FERRARA;FE;038008;0532236111;WWW.OSPFE.IT;DIREZIONEMEDICA@OSPFE.IT;2.2;Azienda Ospedaliera integrata con l'Universit‡;01;01;1988;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;109;080068;PRESIDIO OSPEDALIERO UNICO ;01295960387;VIA R. FELLETTI, 2;44022;COMACCHIO;FE;038006;0533310611;WWW.AUSL.FE.IT;G.BUSOLI@AUSL.FE.IT;1;Ospedale a gestione diretta;01;01;1988;03;OSPEDALE DEL DELTA;01295960387;VIA VALLE OPPIO 2 ;44023;LAGOSANTO;FE;038011;0533723111;WWW.AUSL.FE.IT;P.VERDI@AUSL.FE.IT;01;01;2001
2023;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;109;080068;PRESIDIO OSPEDALIERO UNICO ;01295960387;VIA R. FELLETTI, 2;44022;COMACCHIO;FE;038006;0533310611;WWW.AUSL.FE.IT;G.BUSOLI@AUSL.FE.IT;1;Ospedale a gestione diretta;01;01;1988;04;"OSPEDALE ""MAZZOLANI VANDINI"" ARGENTA";01295960387;VIA NAZIONALE PONENTE 5;44011;ARGENTA;FE;038001;0532317611;WWW.AUSL.FE.IT;P.VERDI@AUSL.FE.IT;01;01;2003
2023;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;109;080068;PRESIDIO OSPEDALIERO UNICO ;01295960387;VIA R. FELLETTI, 2;44022;COMACCHIO;FE;038006;0533310611;WWW.AUSL.FE.IT;G.BUSOLI@AUSL.FE.IT;1;Ospedale a gestione diretta;01;01;1988;06;"STABILIMENTO OSPEDALIERO "" SS. ANNUNZIAT";01295960387;VIA VICINI, 2 ;44042;CENTO;FE;038004;051 6838111 ;WWW.AUSL.FE.IT;P.VERDI@AUSL.FE.IT;01;01;2001
2023;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;109;080235;CASA DI CURA QUISISANA S.R.L.;00205800386;VIALE CAVOUR, 128 ;44121;FERRARA;FE;038008;0532207622;;QUISISANA@FE.NETTUNO.IT;5.1;Casa di cura privata accreditata;01;01;1996;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;109;080236;CASA DI CURA SALUS S.R.L.;00257490383;VIA ARIANUOVA, 38 ;44121;FERRARA;FE;038008;0532207472;;IOMAN@TIN.IT;5.1;Casa di cura privata accreditata;01;01;1996;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080072;"OSPEDALE ""SANTA MARIA DELLE CROCI"" RAVEN";02483810392;VIALE RANDI 5 ;48100;RAVENNA;RA;039014;0544285234;WWW.AUSL.RA.IT;RA.HODIREZIONE@AUSL.RA.IT;1;Ospedale a gestione diretta;01;04;1959;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080079;"OSPEDALE ""UMBERTO 1∞"" LUGO ";02483810392;VIALE DANTE 10/8;48022;LUGO ;RA;039012;0545214111;WWW.AUSL.RA.IT;LU.PRESIDIO@AUSL.RA.IT;1;Ospedale a gestione diretta;21;10;1900;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080082;"OSPEDALE ""DEGLI INFERMI "" FAENZA ";02483810392;VIALE STRADONE, 9 ;48018;FAENZA ;RA;039010;0546601111;WWW.AUSL.RA.IT;FA.PRESIDIO@AUSL.RA.IT;1;Ospedale a gestione diretta;24;06;1900;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080085;PRESIDIO OSPEDALIERO FORLI';02483810392;VIA C. FORLANINI, 34;47100;FORLI' ;FC;040012;0543731111;WWW.AUSL.FO.IT;;1;Ospedale a gestione diretta;01;01;2003;01;"OSPEDALE ""MORGAGNI-PIERANTONI"" FORLI' ";01959920404;VIA FORLANINI 34;47121;FORLI' ;FC;040012;0543731111;;;01;01;2003
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080085;PRESIDIO OSPEDALIERO FORLI';02483810392;VIA C. FORLANINI, 34;47100;FORLI' ;FC;040012;0543731111;WWW.AUSL.FO.IT;;1;Ospedale a gestione diretta;01;01;2003;03;"OSPEDALE ""NEFETTI"" SANTA SOFIA ";01959920404;VIA RENATO VALBONESI 1;47018;SANTA SOFIA ;FC;040043;0543731445;;;01;01;2003
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080091;PRESIDIO OSPEDALIERO CESENA;02483810392;V.LE GHIROTTI, 286;47023;CESENA ;FC;040007;0547352111;AUSL-CESENA.EMR.IT;DIRSAN@AUSL-CESENA.EMR.IT;1;Ospedale a gestione diretta;01;01;1988;01;"OSPEDALE ""MAURIZIO BUFALINI"" CESENA";01254310400;VIALE GHIROTTI, 286 ;47023;CESENA ;FC;040007;0547352600;WWW.AUSLROMAGNA.IT;DIRSAN.CE@AUSLROMAGNA.IT;01;01;1988
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080091;PRESIDIO OSPEDALIERO CESENA;02483810392;V.LE GHIROTTI, 286;47023;CESENA ;FC;040007;0547352111;AUSL-CESENA.EMR.IT;DIRSAN@AUSL-CESENA.EMR.IT;1;Ospedale a gestione diretta;01;01;1988;02;"OSPEDALE ""GINESIO MARCONI"" CESENATICO ";01254310400;VIALE ABBA CESARE 102 ;47042;CESENATICO;FC;040008;0547674811;WWW.AUSLROMAGNA.IT;SEGR.CESENATICO@AUSLROMAGNA.IT;01;01;1988
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080091;PRESIDIO OSPEDALIERO CESENA;02483810392;V.LE GHIROTTI, 286;47023;CESENA ;FC;040007;0547352111;AUSL-CESENA.EMR.IT;DIRSAN@AUSL-CESENA.EMR.IT;1;Ospedale a gestione diretta;01;01;1988;03;"OSPEDALE ""PIETRO ANGIOLONI"" BAGNO DI ROM";01254310400;VIA GUGLIELMO MARCONI 36 ;47026;BAGNO DI ROMAGNA;FC;040001;0543904111;WWW.AUSLROMAGNA.IT;DIRSAN.CE@AUSLROMAGNA.IT;01;09;2001
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080095;PRESIDIO OSPEDALIERO RIMINI-SANTARCANGEL;02483810392;VIALE SETTEMBRINI, 2;47900;RIMINI ;RN;099014;0541705111;WWW.AUSL.RN.IT;PMASPERI@AUSLRN.NET;1;Ospedale a gestione diretta;01;01;1984;01;"OSPEDALE ""INFERMI"" RIMINI";02329590406;VIALE SETTEMBRINI 2 ;47900;RIMINI ;RN;099014;0541705111;;;01;01;2001
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080095;PRESIDIO OSPEDALIERO RIMINI-SANTARCANGEL;02483810392;VIALE SETTEMBRINI, 2;47900;RIMINI ;RN;099014;0541705111;WWW.AUSL.RN.IT;PMASPERI@AUSLRN.NET;1;Ospedale a gestione diretta;01;01;1984;02;"OSPEDALE ""FRANCHINI"" SANTARCANGELO DI RO";02329590406;VIA PEDRIGNONE 3;47822;SANTARCANGELO DI ROMAGNA ;RN;099018;0541705111;;;01;01;2001
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080095;PRESIDIO OSPEDALIERO RIMINI-SANTARCANGEL;02483810392;VIALE SETTEMBRINI, 2;47900;RIMINI ;RN;099014;0541705111;WWW.AUSL.RN.IT;PMASPERI@AUSLRN.NET;1;Ospedale a gestione diretta;01;01;1984;03;OSPEDALE SACRA FAMIGLIA NOVAFELTRIA;02329590406;VIA XXIV MAGGIO 174 ;61010;NOVAFELTRIA;RN;099023;0541920737;;;01;08;1960
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080100;PRESIDIO OSPEDALIERO RICCIONE-CATTOLICA ;02483810392;VIA FORMIA, 14;47838;RICCIONE ;RN;099013;0541608659;WWW.AUSL.RN.IT;RGIANNEI@AUSLRN.NET;1;Ospedale a gestione diretta;01;01;1988;01;"OSPEDALE ""CECCARINI"" RICCIONE";02329590406;VIALE FROSINONE;47838;RICCIONE ;RN;099013;0541608511;;;01;01;1988
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080100;PRESIDIO OSPEDALIERO RICCIONE-CATTOLICA ;02483810392;VIA FORMIA, 14;47838;RICCIONE ;RN;099013;0541608659;WWW.AUSL.RN.IT;RGIANNEI@AUSLRN.NET;1;Ospedale a gestione diretta;01;01;1988;02;"OSPEDALE ""CERVESI"" CATTOLICA";02329590406;VIA BEETHOVEN L.V. 1;47841;CATTOLICA;RN;099002;0541966111;;;01;07;2003
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080237;OSPEDALE PRIVATO DOMUS NOVA S.P.A. ;00195090394;VIA PAVIRANI PAOLO 44 ;48100;RAVENNA;RA;039014;0544508311;WWW.DOMUSNOVA.IT;DOMUSNOVA@DOMUSNOVA.IT;5.1;Casa di cura privata accreditata;01;12;1961;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080238;CASA DI CURA SAN FRANCESCO ;00195090394;VIA AMALASUNTA 20 ;48100;RAVENNA;RA;039014;0544458311;;INFO@OPSANFRANCESCO.IT;5.1;Casa di cura privata accreditata;01;01;1988;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080239;VILLA MARIA CECILIA HOSPITAL;00178460390;VIA CORRIERA 1;48010;COTIGNOLA;RA;039009;0545217111;WWW.GVM-VMC.IT;INFO@GVM-VMC.IT;5.1;Casa di cura privata accreditata;16;09;1973;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080240;"OSPEDALE PRIVATO ""SAN PIER DAMIANO HOSPI";00178460390;VIA ISONZO 10 ;48018;FAENZA ;RA;039010;0546671111;WWW.GVM-SPD.IT;INFO@GVM-SPD.IT;5.1;Casa di cura privata accreditata;01;06;1960;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080242;CASA DI CURA PRIVATA VILLA AZZURRA ;01148190547;VIA CAVINA 9;48025;RIOLO TERME ;RA;039015;0546978911;WWW.VILLAAZZURRA.COM;DIREZIONE@VILLAAZZURRA.COM;5.1;Casa di cura privata accreditata;01;01;1996;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080243;OSPEDALE PRIVATO ACCREDITATO VILLA IGEA ;00376360400;VIALE GRAMSCI ANTONIO 42/44;47122;FORLI' ;FC;040012;0543419511;WWW.OSPEDALIPRIVATIFORLI.IT;INFO@OSPEDALIPRIVATIFORLI.IT;5.1;Casa di cura privata accreditata;01;01;1984;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080244;VILLA SERENA;00376360400;VIA DEL CAMALDOLINO N 8;47121;FORLI' ;FC;040012;0543454111;WWW.OSPEDALIPRIVATIFORLI.IT;INFO@OSPEDALIPRIVATIFORLI.IT;5.1;Casa di cura privata accreditata;01;12;1950;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080245;MALATESTA NOVELLO ;00377720404;VIA RENATO SERRA, 2 ;47023;CESENA ;FC;040007;0547370711;WWW.MALATESTANOVELLO.IT;MALANOVE@TIN.IT;5.1;Casa di cura privata accreditata;01;01;1988;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080246;CASA DI CURA PRIVATA SAN LORENZINO S.P.A;00819690405;V. NATALE DELL'AMORE, 15 ;47023;CESENA ;FC;040007;0547361505;WWW.SANLORENZINO.IT;INFO@SANLORENZINO.IT;5.1;Casa di cura privata accreditata;01;01;1984;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080247;SOL ET SALUS;00432390409;VIA S. SALVADOR, 204;47812;RIMINI ;RN;099014;0541725111;WWW.SOLETSALUS.COM;G.SILIGHINI@SOLETSALUS.COM;5.1;Casa di cura privata accreditata;19;03;1949;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080249;CASA DI CURA VILLA MARIA ;00370290405;VIALE MATTEOTTI N. 24 ;47900;RIMINI ;RN;099014;054158411 ;WWW.VILLAMARIARIMINI.IT;VILMARIA@TIN.IT;5.1;Casa di cura privata accreditata;30;11;1981;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080250;LUCE SUL MARE ;01231970409;VIALE PINZON 312/314;47813;BELLARIA-IGEA MARINA;RN;099001;0541338711;WWW.LUCESULMARE.IT;AMMINISTRAZIONE.LSM@LUCESULMARE.IT;5.1;Casa di cura privata accreditata;01;01;2005;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080251;VILLA SALUS S.R.L.;00391170404;VIALE PORTO PALOS 93;47900;RIMINI ;RN;099014;0541720315;;INFO@VILLASALUS.RN.IT;5.1;Casa di cura privata accreditata;01;01;2005;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080252;CASA DI CURA PROF. E. MONTANARI;00413900408;VIA ROMA 7;47833;MORCIANO DI ROMAGNA ;RN;099011;0541988129;WWW.CASADICURAMONTANARI.IT;INFO@CASADICURAMONTANARI.IT;5.1;Casa di cura privata accreditata;01;07;1914;;;;;;;;;;;;;;
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;114;080921;I.R.S.T. SRL IRCCS;03154520401;VIA P. MARONCELLI N. 40;47014;MELDOLA;FC;040019;0543490642;WWW.IRST-MELDOLA.IT;INFO@IRST-MELDOLA.IT;3.2;IRCCS privato;13;04;2012;;;;;;;;;;;;;;
2023;090;TOSCANA ;201;AZIENDA USL TOSCANA CENTRO ;904;090904;AZIENDA OSPEDALIERA MEYER;02175680483;VIALE PIERACCINI 24 ;50139;FIRENZE;FI;048017;055 5662319 ;WWW.MEYER.IT;DIREZIONE.GENERALE@MEYER.IT;2.2;Azienda Ospedaliera integrata con l'Universit‡;01;01;1995;;;;;;;;;;;;;;
2023;090;TOSCANA ;201;AZIENDA USL TOSCANA CENTRO ;201;090207;CASA DI CURA S. RITA;01171680489;V. MANIN N. 29 MONTECATINI T.;51016;MONTECATINI-TERME ;PT;047011;057292821 ;WWW.GVMNET.IT;FSENSI@GVMNET.IT;5.1;Casa di cura privata accreditata;01;01;1984;;;;;;;;;;;;;;
2023;090;TOSCANA ;201;AZIENDA USL TOSCANA CENTRO ;201;090210;CASA DI CURA VILLA FIORITA ;02323750972;VIA CANTAGALLO 56 ;59100;PRATO;PO;100005;05744891;WWW.VILLA-FIORITA.IT;M.FIORANI@VILLA-FIORITA.IT;5.1;Casa di cura privata accreditata;01;01;1975;;;;;;;;;;;;;;
2023;090;TOSCANA ;201;AZIENDA USL TOSCANA CENTRO ;201;090213;CASA DI CURA VILLA DONATELLO SPA ;00393590484;VIA ATTILIO RAGIONIERI 101 ;50019;SESTO FIORENTINO;FI;048043;055 5097833 ;WWW.VILLADONATELLO.COM;INFO@VILLADONATELLO.IT;5.2;Casa di cura privata non accreditata;01;01;1995;;;;;;;;;;;;;;
2023;090;TOSCANA ;201;AZIENDA USL TOSCANA CENTRO ;201;090214;CASA DI CURA VILLA CHERUBINI PROSPERIUS ;01432720488;VIA SAN DOMENICO 87/89;50133;FIRENZE;FI;048017;055 50661 ;WWW.PROSPERIUS.IT;VILLACHERUBINI@PROSPERIUS.IT;5.2;Casa di cura privata non accreditata;01;01;1995;;;;;;;;;;;;;;
2023;090;TOSCANA ;201;AZIENDA USL TOSCANA CENTRO ;201;090216;KOS CARE S.R.L. VILLA DEI PINI ;01148190547;VIA UGO FOSCOLO 78;50124;FIRENZE;FI;048017;055 221691;WWW.VILLADEIPINI.IT;ACCETTAZIONE.VILLADEIPINI@NEOMESIA.COM;5.1;Casa di cura privata accreditata;01;01;1995;;;;;;;;;;;;;;
2023;090;TOSCANA ;201;AZIENDA USL TOSCANA CENTRO ;201;090218;IFCA SPA CASA DI CURA ULIVELLA E GLICINI;01300810486;VIA DEL PERGOLINO 4/6 ;50139;FIRENZE;FI;048017;055 429611;WWW.GIOMI.COM;INFO.ULIVELLAEGLICINI@GIOMI.COM;5.1;Casa di cura privata accreditata;01;01;1995;;;;;;;;;;;;;;
2023;090;TOSCANA ;201;AZIENDA USL TOSCANA CENTRO ;201;090219;VILLA MARIA TERESA HOSPITAL SRL;01171680489;VIA DELLA CERNAIA 18;50129;FIRENZE;FI;048017;055 468711;WWW.GRUPPOVILLAMARIA.IT;DIRSAN-MTH@GVMNET.IT;5.1;Casa di cura privata accreditata;01;01;1995;;;;;;;;;;;;;;
2023;090;TOSCANA ;201;AZIENDA USL TOSCANA CENTRO ;201;090229;VILLA DELLE TERME SPA ;01322470483;VIA CASSIA, 217 LOC. FALCIANI;50023;IMPRUNETA;FI;048022;055 237251;WWW.KORIAN.IT;VILLADELLETERME@PEC.VILLADELLETERME.COM;5.1;Casa di cura privata accreditata;01;01;1995;;;;;;;;;;;;;;
2023;090;TOSCANA ;201;AZIENDA USL TOSCANA CENTRO ;201;090230;CASA DI CURA VAL DI SIEVE SRL;00639790484;VIA FORLIVESE, 122;50060;PELAGO ;FI;048032;055 839141;WWW.VALDISIEVEHOSPITAL.IT;INFO@VALDISIEVE.IT;5.1;Casa di cura privata accreditata;01;01;1995;;;;;;;;;;;;;;
2023;090;TOSCANA ;201;AZIENDA USL TOSCANA CENTRO ;201;090235;"CASA DI CURA ""LEONARDO""";01062010481;VIA P.GROCCO,136LOC. SOVIGLIANA;50059;VINCI;FI;048050;0571902322;WWW.CASADICURALEONARDO.COM;AMMINISTRAZIONE@CASADICURALEONARDO.COM;5.1;Casa di cura privata accreditata;01;01;1995;;;;;;;;;;;;;;
2023;090;TOSCANA ;201;AZIENDA USL TOSCANA CENTRO ;201;090240;CASA DI CURA FRATE SOLESRL;03897620484;VIA SAN ROMOLO 109;50063;FIGLINE E INCISA VALDARNO;FI;048052;055 915301;WWW.CASADICURAFRATESOLE.IT;CLAUDIA.PINZAUTI@KORIAN.IT;5.1;Casa di cura privata accreditata;01;01;1994;;;;;;;;;;;;;;
2023;090;TOSCANA ;201;AZIENDA USL TOSCANA CENTRO ;201;090243;CENTRO DAY SURGERY MAURIZIO BUFALINI SRL;04551810486;VIA GINO CAPPONI 26 ;50121;FIRENZE;FI;048017;055 244950;WWW.CENTROBUFALINI.IT;INFO@CENTROBUFALINI.IT;5.2;Casa di cura privata non accreditata;01;01;2014;;;;;;;;;;;;;;
2023;090;TOSCANA ;201;AZIENDA USL TOSCANA CENTRO ;201;090245;CASA DI CURA SAN PAOLO SPA ;06640750482;VIA BONELLINA 199 ;51100;PISTOIA;PT;047014;05733815518 ;WWW.CASADICURASANPAOLO.IT;CASADICURASANPAOLO@PEC.IT;5.2;Casa di cura privata non accreditata;01;01;2018;;;;;;;;;;;;;;
2023;090;TOSCANA ;201;AZIENDA USL TOSCANA CENTRO ;201;090606;SPEDALI RIUNITI;06593810481;VIA CILIEGIOLE, 97;51100;PISTOIA;PT;047014;0573351537;WWW.USLCENTRO.TOSCANA.IT;DIREZIONESANITARIA.SJ@USLCENTRO.TOSCANA.IT;1;Ospedale a gestione diretta;01;01;1984;01;OSPEDALE SAN JACOPO ;06593810481;VIA CILIEGIOLE, 97;51100;PISTOIA;PT;047014;05733521;WWW.USLCENTRO.TOSCANA.IT;DIREZIONESANITARIA.SJ@USLCENTRO.TOSCANA.IT;01;01;1984
2023;090;TOSCANA ;201;AZIENDA USL TOSCANA CENTRO ;201;090606;SPEDALI RIUNITI;06593810481;VIA CILIEGIOLE, 97;51100;PISTOIA;PT;047014;0573351537;WWW.USLCENTRO.TOSCANA.IT;DIREZIONESANITARIA.SJ@USLCENTRO.TOSCANA.IT;1;Ospedale a gestione diretta;01;01;1984;02;OSPEDALE LORENZO PACINI;06593810481;V. PACINI N. 17 S. MARCELLO;51028;SAN MARCELLO PISTOIESE PITEGLIO;PT;047024;0573631163;WWW.USLCENTRO.TOSCANA.IT;;01;01;1984
2023;090;TOSCANA ;201;AZIENDA USL TOSCANA CENTRO ;201;090607;OSPEDALE DELLA VALDINIEVOLE;06593810481;V. C. BATTISTI PESCIA ;51017;PESCIA ;PT;047012;05724601;WWW.USLCENTRO.TOSCANA.IT;DIREZIONESANITARIA.SSCD@USLCENTRO.TOSCANA.IT;1;Ospedale a gestione diretta;01;01;1984;;;;;;;;;;;;;;
2023;090;TOSCANA ;201;AZIENDA USL TOSCANA CENTRO ;201;090608;NUOVO OSPEDALE DI PRATO S.STEFANO;06593810481;VIA SUOR NICCOLINA INFERMIERA 20/22;59100;PRATO;PO;100005;0574801111;WWW.USLCENTRO.TOSCANA.IT;DIREZIONESANITARIA.SS@USLCENTRO.TOSCANA.IT;1;Ospedale a gestione diretta;01;01;1975;;;;;;;;;;;;;;
2023;090;TOSCANA ;201;AZIENDA USL TOSCANA CENTRO ;201;090627;OSPEDALE DI BORGO SAN LORENZO;06593810481;VIALE DELLA RESISTENZA;50032;BORGO SAN LORENZO ;FI;048004;055 84511 ;WWW.USLCENTRO.TOSCANA.IT;DIREZIONESANITARIA.MUGELLO@USLCENTRO.TOSCANA.IT;1;Ospedale a gestione diretta;01;01;1995;;;;;;;;;;;;;;
2023;090;TOSCANA ;201;AZIENDA USL TOSCANA CENTRO ;201;090629;OSPEDALE FIORENTINO SUD-EST;06593810481;VIA DELL'ANTELLA 58 ;50012;BAGNO A RIPOLI;FI;048001;055 69361 ;WWW.USLCENTRO.TOSCANA.IT;DIREZIONESANITARIA.SMA@USLCENTRO.TOSCANA.IT;1;Ospedale a gestione diretta;01;01;1995;01;OSPEDALE S.M.ANNUNZIATA;06593810481;VIA DELL'ANTELLA 58 ;50012;BAGNO A RIPOLI;FI;048001;055 69361 ;WWW.USLCENTRO.TOSCANA.IT;DIREZIONESANITARA.SMA@USLCENTRO.TOSCANA.IT;01;01;1995
2023;090;TOSCANA ;201;AZIENDA USL TOSCANA CENTRO ;201;090629;OSPEDALE FIORENTINO SUD-EST;06593810481;VIA DELL'ANTELLA 58 ;50012;BAGNO A RIPOLI;FI;048001;055 69361 ;WWW.USLCENTRO.TOSCANA.IT;DIREZIONESANITARIA.SMA@USLCENTRO.TOSCANA.IT;1;Ospedale a gestione diretta;01;01;1995;02;OSPEDALE SERRISTORI ;06593810481;PIAZZA XXV APRILE 10;50063;FIGLINE E INCISA VALDARNO;FI;048052;055 95081 ;WWW.USLCENTRO.TOSCANA.IT;DIREZIONESANITARIA.SERRISTORI@USLCENTRO.TOSCANA.IT;01;01;1995
